Data,Producer 1 (kW),Producer 2 (kW),Producer 3 (kW),Total (kW)
01/01/2019 00:15:00,0,0,0,0
01/01/2019 00:30:00,0,0,0,0
01/01/2019 00:45:00,0,0,0,0
01/01/2019 01:00:00,0,0,0,0
01/01/2019 01:15:00,0,0,0,0
01/01/2019 01:30:00,0,0,0,0
01/01/2019 01:45:00,0,0,0,0
01/01/2019 02:00:00,0,0,0,0
01/01/2019 02:15:00,0,0,0,0
01/01/2019 02:30:00,0,0,0,0
01/01/2019 02:45:00,0,0,0,0
01/01/2019 03:00:00,0,0,0,0
01/01/2019 03:15:00,0,0,0,0
01/01/2019 03:30:00,0,0,0,0
01/01/2019 03:45:00,0,0,0,0
01/01/2019 04:00:00,0,0,0,0
01/01/2019 04:15:00,0,0,0,0
01/01/2019 04:30:00,0,0,0,0
01/01/2019 04:45:00,0,0,0,0
01/01/2019 05:00:00,0,0,0,0
01/01/2019 05:15:00,0,0,0,0
01/01/2019 05:30:00,0,0,0,0
01/01/2019 05:45:00,0,0,0,0
01/01/2019 06:00:00,0,0,0,0
01/01/2019 06:15:00,0,0,0,0
01/01/2019 06:30:00,0,0,0,0
01/01/2019 06:45:00,0,0,0,0
01/01/2019 07:00:00,0,0,0,0
01/01/2019 07:15:00,0,0,0,0
01/01/2019 07:30:00,0,0,0,0
01/01/2019 07:45:00,0,0,0,0
01/01/2019 08:00:00,0,0,0,0
01/01/2019 08:15:00,0.012,0.004,0.001,0.017
01/01/2019 08:30:00,0.084,0.13,0.012,0.226
01/01/2019 08:45:00,0.567,0.473,0.028,1.068
01/01/2019 09:00:00,0.942,0.732,0.043,1.717
01/01/2019 09:15:00,1.121,1.003,0.055,2.179
01/01/2019 09:30:00,1.081,1.182,0.071,2.334
01/01/2019 09:45:00,1.787,1.346,0.086,3.219
01/01/2019 10:00:00,2.01,1.488,0.108,3.606
01/01/2019 10:15:00,2.193,1.603,0.136,3.932
01/01/2019 10:30:00,2.361,1.695,0.146,4.202
01/01/2019 10:45:00,2.502,1.756,0.174,4.432
01/01/2019 11:00:00,2.612,1.807,0.401,4.82
01/01/2019 11:15:00,2.701,1.874,0.439,5.014
01/01/2019 11:30:00,2.755,1.918,0.242,4.915
01/01/2019 11:45:00,2.823,1.926,0.113,4.862
01/01/2019 12:00:00,2.837,1.92,0.155,4.912
01/01/2019 12:15:00,2.842,1.904,0.162,4.908
01/01/2019 12:30:00,2.849,1.872,0.155,4.876
01/01/2019 12:45:00,2.832,1.833,0.147,4.812
01/01/2019 13:00:00,2.784,1.79,0.157,4.731
01/01/2019 13:15:00,2.693,1.768,0.171,4.632
01/01/2019 13:30:00,2.651,1.729,0.19,4.57
01/01/2019 13:45:00,1.04,1.665,0.812,3.517
01/01/2019 14:00:00,0.474,1.594,1.58,3.648
01/01/2019 14:15:00,0.452,1.509,1.518,3.479
01/01/2019 14:30:00,1.056,1.406,0.989,3.451
01/01/2019 14:45:00,0.916,1.283,0.79,2.989
01/01/2019 15:00:00,1.505,1.155,0.708,3.368
01/01/2019 15:15:00,0.587,0.776,0.272,1.635
01/01/2019 15:30:00,0.993,0.554,0.17,1.717
01/01/2019 15:45:00,1.1,0.679,0.218,1.997
01/01/2019 16:00:00,0.674,0.429,0.13,1.233
01/01/2019 16:15:00,0.627,0.337,0.101,1.065
01/01/2019 16:30:00,0.49,0.214,0.08,0.784
01/01/2019 16:45:00,0.361,0.136,0.064,0.561
01/01/2019 17:00:00,0.131,0.038,0.03,0.199
01/01/2019 17:15:00,0.021,0.001,0.005,0.027
01/01/2019 17:30:00,0,0,0,0
01/01/2019 17:45:00,0,0,0,0
01/01/2019 18:00:00,0,0,0,0
01/01/2019 18:15:00,0,0,0,0
01/01/2019 18:30:00,0,0,0,0
01/01/2019 18:45:00,0,0,0,0
01/01/2019 19:00:00,0,0,0,0
01/01/2019 19:15:00,0,0,0,0
01/01/2019 19:30:00,0,0,0,0
01/01/2019 19:45:00,0,0,0,0
01/01/2019 20:00:00,0,0,0,0
01/01/2019 20:15:00,0,0,0,0
01/01/2019 20:30:00,0,0,0,0
01/01/2019 20:45:00,0,0,0,0
01/01/2019 21:00:00,0,0,0,0
01/01/2019 21:15:00,0,0,0,0
01/01/2019 21:30:00,0,0,0,0
01/01/2019 21:45:00,0,0,0,0
01/01/2019 22:00:00,0,0,0,0
01/01/2019 22:15:00,0,0,0,0
01/01/2019 22:30:00,0,0,0,0
01/01/2019 22:45:00,0,0,0,0
01/01/2019 23:00:00,0,0,0,0
01/01/2019 23:15:00,0,0,0,0
01/01/2019 23:30:00,0,0,0,0
01/01/2019 23:45:00,0,0,0,0
02/01/2019 00:00:00,0,0,0,0
02/01/2019 00:15:00,0,0,0,0
02/01/2019 00:30:00,0,0,0,0
02/01/2019 00:45:00,0,0,0,0
02/01/2019 01:00:00,0,0,0,0
02/01/2019 01:15:00,0,0,0,0
02/01/2019 01:30:00,0,0,0,0
02/01/2019 01:45:00,0,0,0,0
02/01/2019 02:00:00,0,0,0,0
02/01/2019 02:15:00,0,0,0,0
02/01/2019 02:30:00,0,0,0,0
02/01/2019 02:45:00,0,0,0,0
02/01/2019 03:00:00,0,0,0,0
02/01/2019 03:15:00,0,0,0,0
02/01/2019 03:30:00,0,0,0,0
02/01/2019 03:45:00,0,0,0,0
02/01/2019 04:00:00,0,0,0,0
02/01/2019 04:15:00,0,0,0,0
02/01/2019 04:30:00,0,0,0,0
02/01/2019 04:45:00,0,0,0,0
02/01/2019 05:00:00,0,0,0,0
02/01/2019 05:15:00,0,0,0,0
02/01/2019 05:30:00,0,0,0,0
02/01/2019 05:45:00,0,0,0,0
02/01/2019 06:00:00,0,0,0,0
02/01/2019 06:15:00,0,0,0,0
02/01/2019 06:30:00,0,0,0,0
02/01/2019 06:45:00,0,0,0,0
02/01/2019 07:00:00,0,0,0,0
02/01/2019 07:15:00,0,0,0,0
02/01/2019 07:30:00,0,0,0,0
02/01/2019 07:45:00,0,0,0,0
02/01/2019 08:00:00,0,0,0,0
02/01/2019 08:15:00,0.004,0.001,0.001,0.006
02/01/2019 08:30:00,0.04,0.045,0.015,0.1
02/01/2019 08:45:00,0.102,0.168,0.032,0.302
02/01/2019 09:00:00,0.299,0.379,0.051,0.729
02/01/2019 09:15:00,0.492,0.835,0.064,1.391
02/01/2019 09:30:00,0.841,1.072,0.081,1.994
02/01/2019 09:45:00,1.552,1.267,0.098,2.917
02/01/2019 10:00:00,1.898,1.412,0.126,3.436
02/01/2019 10:15:00,2.153,1.541,0.163,3.857
02/01/2019 10:30:00,2.299,1.639,0.191,4.129
02/01/2019 10:45:00,2.461,1.74,0.212,4.413
02/01/2019 11:00:00,2.576,1.796,0.386,4.758
02/01/2019 11:15:00,2.641,1.807,0.383,4.831
02/01/2019 11:30:00,2.668,1.84,0.232,4.74
02/01/2019 11:45:00,2.768,1.891,0.195,4.854
02/01/2019 12:00:00,2.806,1.89,0.203,4.899
02/01/2019 12:15:00,2.875,1.896,0.208,4.979
02/01/2019 12:30:00,2.881,1.89,0.211,4.982
02/01/2019 12:45:00,2.454,1.834,0.226,4.514
02/01/2019 13:00:00,1.486,1.825,0.259,3.57
02/01/2019 13:15:00,2.737,1.746,0.251,4.734
02/01/2019 13:30:00,2.692,1.7,0.258,4.65
02/01/2019 13:45:00,2.622,1.654,0.883,5.159
02/01/2019 14:00:00,1.032,1.601,1.595,4.228
02/01/2019 14:15:00,2.397,1.51,1.554,5.461
02/01/2019 14:30:00,2.238,1.397,1.037,4.672
02/01/2019 14:45:00,2.081,1.289,0.793,4.163
02/01/2019 15:00:00,1.906,1.153,0.786,3.845
02/01/2019 15:15:00,1.74,1.02,0.395,3.155
02/01/2019 15:30:00,1.568,0.893,0.183,2.644
02/01/2019 15:45:00,1.313,0.715,0.207,2.235
02/01/2019 16:00:00,1.036,0.545,0.17,1.751
02/01/2019 16:15:00,0.782,0.393,0.129,1.304
02/01/2019 16:30:00,0.53,0.247,0.097,0.874
02/01/2019 16:45:00,0.306,0.129,0.07,0.505
02/01/2019 17:00:00,0.124,0.046,0.038,0.208
02/01/2019 17:15:00,0.013,0.001,0.007,0.021
02/01/2019 17:30:00,0,0,0,0
02/01/2019 17:45:00,0,0,0,0
02/01/2019 18:00:00,0,0,0,0
02/01/2019 18:15:00,0,0,0,0
02/01/2019 18:30:00,0,0,0,0
02/01/2019 18:45:00,0,0,0,0
02/01/2019 19:00:00,0,0,0,0
02/01/2019 19:15:00,0,0,0,0
02/01/2019 19:30:00,0,0,0,0
02/01/2019 19:45:00,0,0,0,0
02/01/2019 20:00:00,0,0,0,0
02/01/2019 20:15:00,0,0,0,0
02/01/2019 20:30:00,0,0,0,0
02/01/2019 20:45:00,0,0,0,0
02/01/2019 21:00:00,0,0,0,0
02/01/2019 21:15:00,0,0,0,0
02/01/2019 21:30:00,0,0,0,0
02/01/2019 21:45:00,0,0,0,0
02/01/2019 22:00:00,0,0,0,0
02/01/2019 22:15:00,0,0,0,0
02/01/2019 22:30:00,0,0,0,0
02/01/2019 22:45:00,0,0,0,0
02/01/2019 23:00:00,0,0,0,0
02/01/2019 23:15:00,0,0,0,0
02/01/2019 23:30:00,0,0,0,0
02/01/2019 23:45:00,0,0,0,0
03/01/2019 00:00:00,0,0,0,0
03/01/2019 00:15:00,0,0,0,0
03/01/2019 00:30:00,0,0,0,0
03/01/2019 00:45:00,0,0,0,0
03/01/2019 01:00:00,0,0,0,0
03/01/2019 01:15:00,0,0,0,0
03/01/2019 01:30:00,0,0,0,0
03/01/2019 01:45:00,0,0,0,0
03/01/2019 02:00:00,0,0,0,0
03/01/2019 02:15:00,0,0,0,0
03/01/2019 02:30:00,0,0,0,0
03/01/2019 02:45:00,0,0,0,0
03/01/2019 03:00:00,0,0,0,0
03/01/2019 03:15:00,0,0,0,0
03/01/2019 03:30:00,0,0,0,0
03/01/2019 03:45:00,0,0,0,0
03/01/2019 04:00:00,0,0,0,0
03/01/2019 04:15:00,0,0,0,0
03/01/2019 04:30:00,0,0,0,0
03/01/2019 04:45:00,0,0,0,0
03/01/2019 05:00:00,0,0,0,0
03/01/2019 05:15:00,0,0,0,0
03/01/2019 05:30:00,0,0,0,0
03/01/2019 05:45:00,0,0,0,0
03/01/2019 06:00:00,0,0,0,0
03/01/2019 06:15:00,0,0,0,0
03/01/2019 06:30:00,0,0,0,0
03/01/2019 06:45:00,0,0,0,0
03/01/2019 07:00:00,0,0,0,0
03/01/2019 07:15:00,0,0,0,0
03/01/2019 07:30:00,0,0,0,0
03/01/2019 07:45:00,0,0,0,0
03/01/2019 08:00:00,0,0,0,0
03/01/2019 08:15:00,0.012,0.005,0.001,0.018
03/01/2019 08:30:00,0.08,0.169,0.009,0.258
03/01/2019 08:45:00,0.749,0.612,0.026,1.387
03/01/2019 09:00:00,1.197,0.864,0.036,2.097
03/01/2019 09:15:00,1.342,1.133,0.046,2.521
03/01/2019 09:30:00,1.194,1.318,0.057,2.569
03/01/2019 09:45:00,1.989,1.458,0.07,3.517
03/01/2019 10:00:00,2.207,1.58,0.089,3.876
03/01/2019 10:15:00,2.367,1.678,0.117,4.162
03/01/2019 10:30:00,2.526,1.761,0.134,4.421
03/01/2019 10:45:00,2.604,1.847,0.165,4.616
03/01/2019 11:00:00,2.679,1.939,0.413,5.031
03/01/2019 11:15:00,2.802,2.008,0.382,5.192
03/01/2019 11:30:00,2.873,2.033,0.243,5.149
03/01/2019 11:45:00,2.949,2.055,0.092,5.096
03/01/2019 12:00:00,2.98,2.08,0.133,5.193
03/01/2019 12:15:00,2.996,2.064,0.142,5.202
03/01/2019 12:30:00,2.997,2.052,0.153,5.202
03/01/2019 12:45:00,2.971,2.026,0.156,5.153
03/01/2019 13:00:00,2.953,1.99,0.156,5.099
03/01/2019 13:15:00,2.914,1.942,0.161,5.017
03/01/2019 13:30:00,2.873,1.888,0.188,4.949
03/01/2019 13:45:00,2.795,1.807,0.578,5.18
03/01/2019 14:00:00,2.657,1.725,1.618,6
03/01/2019 14:15:00,2.531,1.611,1.633,5.775
03/01/2019 14:30:00,2.361,1.489,1.141,4.991
03/01/2019 14:45:00,2.228,1.372,0.83,4.43
03/01/2019 15:00:00,2.041,1.241,0.837,4.119
03/01/2019 15:15:00,1.823,1.075,0.432,3.33
03/01/2019 15:30:00,1.633,0.929,0.214,2.776
03/01/2019 15:45:00,1.4,0.766,0.246,2.412
03/01/2019 16:00:00,1.158,0.603,0.145,1.906
03/01/2019 16:15:00,0.899,0.437,0.12,1.456
03/01/2019 16:30:00,0.646,0.281,0.093,1.02
03/01/2019 16:45:00,0.392,0.153,0.068,0.613
03/01/2019 17:00:00,0.178,0.056,0.042,0.276
03/01/2019 17:15:00,0.028,0.004,0.01,0.042
03/01/2019 17:30:00,0,0,0,0
03/01/2019 17:45:00,0,0,0,0
03/01/2019 18:00:00,0,0,0,0
03/01/2019 18:15:00,0,0,0,0
03/01/2019 18:30:00,0,0,0,0
03/01/2019 18:45:00,0,0,0,0
03/01/2019 19:00:00,0,0,0,0
03/01/2019 19:15:00,0,0,0,0
03/01/2019 19:30:00,0,0,0,0
03/01/2019 19:45:00,0,0,0,0
03/01/2019 20:00:00,0,0,0,0
03/01/2019 20:15:00,0,0,0,0
03/01/2019 20:30:00,0,0,0,0
03/01/2019 20:45:00,0,0,0,0
03/01/2019 21:00:00,0,0,0,0
03/01/2019 21:15:00,0,0,0,0
03/01/2019 21:30:00,0,0,0,0
03/01/2019 21:45:00,0,0,0,0
03/01/2019 22:00:00,0,0,0,0
03/01/2019 22:15:00,0,0,0,0
03/01/2019 22:30:00,0,0,0,0
03/01/2019 22:45:00,0,0,0,0
03/01/2019 23:00:00,0,0,0,0
03/01/2019 23:15:00,0,0,0,0
03/01/2019 23:30:00,0,0,0,0
03/01/2019 23:45:00,0,0,0,0
04/01/2019 00:00:00,0,0,0,0
04/01/2019 00:15:00,0,0,0,0
04/01/2019 00:30:00,0,0,0,0
04/01/2019 00:45:00,0,0,0,0
04/01/2019 01:00:00,0,0,0,0
04/01/2019 01:15:00,0,0,0,0
04/01/2019 01:30:00,0,0,0,0
04/01/2019 01:45:00,0,0,0,0
04/01/2019 02:00:00,0,0,0,0
04/01/2019 02:15:00,0,0,0,0
04/01/2019 02:30:00,0,0,0,0
04/01/2019 02:45:00,0,0,0,0
04/01/2019 03:00:00,0,0,0,0
04/01/2019 03:15:00,0,0,0,0
04/01/2019 03:30:00,0,0,0,0
04/01/2019 03:45:00,0,0,0,0
04/01/2019 04:00:00,0,0,0,0
04/01/2019 04:15:00,0,0,0,0
04/01/2019 04:30:00,0,0,0,0
04/01/2019 04:45:00,0,0,0,0
04/01/2019 05:00:00,0,0,0,0
04/01/2019 05:15:00,0,0,0,0
04/01/2019 05:30:00,0,0,0,0
04/01/2019 05:45:00,0,0,0,0
04/01/2019 06:00:00,0,0,0,0
04/01/2019 06:15:00,0,0,0,0
04/01/2019 06:30:00,0,0,0,0
04/01/2019 06:45:00,0,0,0,0
04/01/2019 07:00:00,0,0,0,0
04/01/2019 07:15:00,0,0,0,0
04/01/2019 07:30:00,0,0,0,0
04/01/2019 07:45:00,0,0,0,0
04/01/2019 08:00:00,0,0,0,0
04/01/2019 08:15:00,0.015,0.005,0.001,0.021
04/01/2019 08:30:00,0.077,0.149,0.013,0.239
04/01/2019 08:45:00,0.741,0.57,0.029,1.34
04/01/2019 09:00:00,1.18,0.801,0.04,2.021
04/01/2019 09:15:00,1.302,1.054,0.052,2.408
04/01/2019 09:30:00,1.134,1.234,0.065,2.433
04/01/2019 09:45:00,1.918,1.376,0.079,3.373
04/01/2019 10:00:00,2.098,1.513,0.098,3.709
04/01/2019 10:15:00,2.27,1.622,0.125,4.017
04/01/2019 10:30:00,2.426,1.717,0.141,4.284
04/01/2019 10:45:00,2.559,1.79,0.17,4.519
04/01/2019 11:00:00,2.708,1.867,0.386,4.961
04/01/2019 11:15:00,2.785,1.936,0.382,5.103
04/01/2019 11:30:00,2.863,2.004,0.237,5.104
04/01/2019 11:45:00,2.925,2.035,0.134,5.094
04/01/2019 12:00:00,2.933,2.029,0.142,5.104
04/01/2019 12:15:00,2.969,2.039,0.14,5.148
04/01/2019 12:30:00,2.991,2.033,0.141,5.165
04/01/2019 12:45:00,2.975,1.994,0.14,5.109
04/01/2019 13:00:00,2.944,1.941,0.149,5.034
04/01/2019 13:15:00,2.912,1.917,0.164,4.993
04/01/2019 13:30:00,2.862,1.88,0.195,4.937
04/01/2019 13:45:00,2.676,1.79,0.559,5.025
04/01/2019 14:00:00,2.447,1.612,1.426,5.485
04/01/2019 14:15:00,2.424,1.506,1.509,5.439
04/01/2019 14:30:00,2.106,1.362,1.024,4.492
04/01/2019 14:45:00,1.909,1.19,0.74,3.839
04/01/2019 15:00:00,0.821,0.752,0.211,1.784
04/01/2019 15:15:00,1.683,1.012,0.3,2.995
04/01/2019 15:30:00,1.154,0.705,0.241,2.1
04/01/2019 15:45:00,1.1,0.585,0.255,1.94
04/01/2019 16:00:00,0.918,0.481,0.241,1.64
04/01/2019 16:15:00,0.755,0.382,0.16,1.297
04/01/2019 16:30:00,0.54,0.254,0.115,0.909
04/01/2019 16:45:00,0.323,0.138,0.084,0.545
04/01/2019 17:00:00,0.118,0.045,0.051,0.214
04/01/2019 17:15:00,0.013,0.002,0.006,0.021
04/01/2019 17:30:00,0,0,0,0
04/01/2019 17:45:00,0,0,0,0
04/01/2019 18:00:00,0,0,0,0
04/01/2019 18:15:00,0,0,0,0
04/01/2019 18:30:00,0,0,0,0
04/01/2019 18:45:00,0,0,0,0
04/01/2019 19:00:00,0,0,0,0
04/01/2019 19:15:00,0,0,0,0
04/01/2019 19:30:00,0,0,0,0
04/01/2019 19:45:00,0,0,0,0
04/01/2019 20:00:00,0,0,0,0
04/01/2019 20:15:00,0,0,0,0
04/01/2019 20:30:00,0,0,0,0
04/01/2019 20:45:00,0,0,0,0
04/01/2019 21:00:00,0,0,0,0
04/01/2019 21:15:00,0,0,0,0
04/01/2019 21:30:00,0,0,0,0
04/01/2019 21:45:00,0,0,0,0
04/01/2019 22:00:00,0,0,0,0
04/01/2019 22:15:00,0,0,0,0
04/01/2019 22:30:00,0,0,0,0
04/01/2019 22:45:00,0,0,0,0
04/01/2019 23:00:00,0,0,0,0
04/01/2019 23:15:00,0,0,0,0
04/01/2019 23:30:00,0,0,0,0
04/01/2019 23:45:00,0,0,0,0
05/01/2019 00:00:00,0,0,0,0
05/01/2019 00:15:00,0,0,0,0
05/01/2019 00:30:00,0,0,0,0
05/01/2019 00:45:00,0,0,0,0
05/01/2019 01:00:00,0,0,0,0
05/01/2019 01:15:00,0,0,0,0
05/01/2019 01:30:00,0,0,0,0
05/01/2019 01:45:00,0,0,0,0
05/01/2019 02:00:00,0,0,0,0
05/01/2019 02:15:00,0,0,0,0
05/01/2019 02:30:00,0,0,0,0
05/01/2019 02:45:00,0,0,0,0
05/01/2019 03:00:00,0,0,0,0
05/01/2019 03:15:00,0,0,0,0
05/01/2019 03:30:00,0,0,0,0
05/01/2019 03:45:00,0,0,0,0
05/01/2019 04:00:00,0,0,0,0
05/01/2019 04:15:00,0,0,0,0
05/01/2019 04:30:00,0,0,0,0
05/01/2019 04:45:00,0,0,0,0
05/01/2019 05:00:00,0,0,0,0
05/01/2019 05:15:00,0,0,0,0
05/01/2019 05:30:00,0,0,0,0
05/01/2019 05:45:00,0,0,0,0
05/01/2019 06:00:00,0,0,0,0
05/01/2019 06:15:00,0,0,0,0
05/01/2019 06:30:00,0,0,0,0
05/01/2019 06:45:00,0,0,0,0
05/01/2019 07:00:00,0,0,0,0
05/01/2019 07:15:00,0,0,0,0
05/01/2019 07:30:00,0,0,0,0
05/01/2019 07:45:00,0,0,0,0
05/01/2019 08:00:00,0,0,0,0
05/01/2019 08:15:00,0.011,0.003,0.001,0.015
05/01/2019 08:30:00,0.068,0.152,0.009,0.229
05/01/2019 08:45:00,0.737,0.604,0.024,1.365
05/01/2019 09:00:00,1.253,0.894,0.038,2.185
05/01/2019 09:15:00,1.428,1.184,0.049,2.661
05/01/2019 09:30:00,1.216,1.351,0.062,2.629
05/01/2019 09:45:00,2.032,1.475,0.076,3.583
05/01/2019 10:00:00,2.243,1.617,0.094,3.954
05/01/2019 10:15:00,0.844,1.717,0.125,2.686
05/01/2019 10:30:00,2.511,1.805,0.14,4.456
05/01/2019 10:45:00,0.951,1.873,0.171,2.995
05/01/2019 11:00:00,2.662,1.912,0.431,5.005
05/01/2019 11:15:00,1.467,1.945,0.398,3.81
05/01/2019 11:30:00,2.682,1.974,0.224,4.88
05/01/2019 11:45:00,1.57,1.959,0.098,3.627
05/01/2019 12:00:00,2.595,1.96,0.134,4.689
05/01/2019 12:15:00,2.831,1.912,0.157,4.9
05/01/2019 12:30:00,2.485,1.878,0.194,4.557
05/01/2019 12:45:00,1.513,1.89,0.184,3.587
05/01/2019 13:00:00,2.843,1.858,0.176,4.877
05/01/2019 13:15:00,2.774,1.836,0.191,4.801
05/01/2019 13:30:00,2.66,1.746,0.211,4.617
05/01/2019 13:45:00,2.593,1.696,0.535,4.824
05/01/2019 14:00:00,2.547,1.627,1.556,5.73
05/01/2019 14:15:00,2.407,1.535,1.588,5.53
05/01/2019 14:30:00,2.276,1.438,1.223,4.937
05/01/2019 14:45:00,2.071,1.312,0.821,4.204
05/01/2019 15:00:00,1.9,1.174,0.814,3.888
05/01/2019 15:15:00,1.683,1.017,0.462,3.162
05/01/2019 15:30:00,1.519,0.864,0.221,2.604
05/01/2019 15:45:00,1.37,0.701,0.256,2.327
05/01/2019 16:00:00,1.122,0.591,0.174,1.887
05/01/2019 16:15:00,0.86,0.448,0.139,1.447
05/01/2019 16:30:00,0.604,0.299,0.105,1.008
05/01/2019 16:45:00,0.373,0.16,0.078,0.611
05/01/2019 17:00:00,0.191,0.066,0.046,0.303
05/01/2019 17:15:00,0.039,0.009,0.013,0.061
05/01/2019 17:30:00,0,0,0,0
05/01/2019 17:45:00,0,0,0,0
05/01/2019 18:00:00,0,0,0,0
05/01/2019 18:15:00,0,0,0,0
05/01/2019 18:30:00,0,0,0,0
05/01/2019 18:45:00,0,0,0,0
05/01/2019 19:00:00,0,0,0,0
05/01/2019 19:15:00,0,0,0,0
05/01/2019 19:30:00,0,0,0,0
05/01/2019 19:45:00,0,0,0,0
05/01/2019 20:00:00,0,0,0,0
05/01/2019 20:15:00,0,0,0,0
05/01/2019 20:30:00,0,0,0,0
05/01/2019 20:45:00,0,0,0,0
05/01/2019 21:00:00,0,0,0,0
05/01/2019 21:15:00,0,0,0,0
05/01/2019 21:30:00,0,0,0,0
05/01/2019 21:45:00,0,0,0,0
05/01/2019 22:00:00,0,0,0,0
05/01/2019 22:15:00,0,0,0,0
05/01/2019 22:30:00,0,0,0,0
05/01/2019 22:45:00,0,0,0,0
05/01/2019 23:00:00,0,0,0,0
05/01/2019 23:15:00,0,0,0,0
05/01/2019 23:30:00,0,0,0,0
05/01/2019 23:45:00,0,0,0,0
06/01/2019 00:00:00,0,0,0,0
06/01/2019 00:15:00,0,0,0,0
06/01/2019 00:30:00,0,0,0,0
06/01/2019 00:45:00,0,0,0,0
06/01/2019 01:00:00,0,0,0,0
06/01/2019 01:15:00,0,0,0,0
06/01/2019 01:30:00,0,0,0,0
06/01/2019 01:45:00,0,0,0,0
06/01/2019 02:00:00,0,0,0,0
06/01/2019 02:15:00,0,0,0,0
06/01/2019 02:30:00,0,0,0,0
06/01/2019 02:45:00,0,0,0,0
06/01/2019 03:00:00,0,0,0,0
06/01/2019 03:15:00,0,0,0,0
06/01/2019 03:30:00,0,0,0,0
06/01/2019 03:45:00,0,0,0,0
06/01/2019 04:00:00,0,0,0,0
06/01/2019 04:15:00,0,0,0,0
06/01/2019 04:30:00,0,0,0,0
06/01/2019 04:45:00,0,0,0,0
06/01/2019 05:00:00,0,0,0,0
06/01/2019 05:15:00,0,0,0,0
06/01/2019 05:30:00,0,0,0,0
06/01/2019 05:45:00,0,0,0,0
06/01/2019 06:00:00,0,0,0,0
06/01/2019 06:15:00,0,0,0,0
06/01/2019 06:30:00,0,0,0,0
06/01/2019 06:45:00,0,0,0,0
06/01/2019 07:00:00,0,0,0,0
06/01/2019 07:15:00,0,0,0,0
06/01/2019 07:30:00,0,0,0,0
06/01/2019 07:45:00,0,0,0,0
06/01/2019 08:00:00,0,0,0,0
06/01/2019 08:15:00,0.014,0.004,0.001,0.019
06/01/2019 08:30:00,0.077,0.102,0.019,0.198
06/01/2019 08:45:00,0.581,0.463,0.036,1.08
06/01/2019 09:00:00,1.069,0.767,0.052,1.888
06/01/2019 09:15:00,1.31,1.071,0.066,2.447
06/01/2019 09:30:00,1.143,1.267,0.081,2.491
06/01/2019 09:45:00,1.914,1.416,0.095,3.425
06/01/2019 10:00:00,2.133,1.551,0.113,3.797
06/01/2019 10:15:00,1.88,1.664,0.145,3.689
06/01/2019 10:30:00,0.515,1.761,0.161,2.437
06/01/2019 10:45:00,0.453,1.835,0.188,2.476
06/01/2019 11:00:00,0.422,1.887,0.335,2.644
06/01/2019 11:15:00,0.881,1.931,0.397,3.209
06/01/2019 11:30:00,0.745863248,1.948,0.254,2.947863248
06/01/2019 11:45:00,0.493,1.96,0.117,2.57
06/01/2019 12:00:00,0.209,1.946,0.163,2.318
06/01/2019 12:15:00,0.3435,1.96,0.168,2.4715
06/01/2019 12:30:00,0.478,1.932,0.17,2.58
06/01/2019 12:45:00,0.223,1.873,0.172,2.268
06/01/2019 13:00:00,0.192242613,1.838,0.175,2.205242613
06/01/2019 13:15:00,0.164403036,1.789,0.179,2.132403036
06/01/2019 13:30:00,0.139340591,1.748,0.201,2.088340591
06/01/2019 13:45:00,0.116914602,1.672,0.461,2.249914602
06/01/2019 14:00:00,0.096984394,1.555,1.558,3.209984394
06/01/2019 14:15:00,0.079409289,1.499,1.593,3.171409289
06/01/2019 14:30:00,0.064048613,1.429,1.176,2.669048613
06/01/2019 14:45:00,0.050761688,1.314,0.804,2.168761688
06/01/2019 15:00:00,0.039407838,1.197,0.82,2.056407838
06/01/2019 15:15:00,0.029846387,1.074,0.551,1.654846387
06/01/2019 15:30:00,0.021936659,0.928,0.263,1.212936659
06/01/2019 15:45:00,0.015537978,0.767,0.285,1.067537978
06/01/2019 16:00:00,0.010509667,0.614,0.193,0.817509667
06/01/2019 16:15:00,0.00671105,0.462,0.151,0.61971105
06/01/2019 16:30:00,0.004001451,0.315,0.118,0.437001451
06/01/2019 16:45:00,0.002240194,0.18,0.09,0.272240194
06/01/2019 17:00:00,0.001286603,0.08,0.063,0.144286603
06/01/2019 17:15:00,0.001,0.012,0.023,0.036
06/01/2019 17:30:00,0,0,0,0
06/01/2019 17:45:00,0,0,0,0
06/01/2019 18:00:00,0,0,0,0
06/01/2019 18:15:00,0,0,0,0
06/01/2019 18:30:00,0,0,0,0
06/01/2019 18:45:00,0,0,0,0
06/01/2019 19:00:00,0,0,0,0
06/01/2019 19:15:00,0,0,0,0
06/01/2019 19:30:00,0,0,0,0
06/01/2019 19:45:00,0,0,0,0
06/01/2019 20:00:00,0,0,0,0
06/01/2019 20:15:00,0,0,0,0
06/01/2019 20:30:00,0,0,0,0
06/01/2019 20:45:00,0,0,0,0
06/01/2019 21:00:00,0,0,0,0
06/01/2019 21:15:00,0,0,0,0
06/01/2019 21:30:00,0,0,0,0
06/01/2019 21:45:00,0,0,0,0
06/01/2019 22:00:00,0,0,0,0
06/01/2019 22:15:00,0,0,0,0
06/01/2019 22:30:00,0,0,0,0
06/01/2019 22:45:00,0,0,0,0
06/01/2019 23:00:00,0,0,0,0
06/01/2019 23:15:00,0,0,0,0
06/01/2019 23:30:00,0,0,0,0
06/01/2019 23:45:00,0,0,0,0
07/01/2019 00:00:00,0,0,0,0
